"","RouteID","Totalab","p312_400m","p316_1km","p437_8km","p484_5km","p485_4km","p488_8km","p489_400m","p490_4km","p491_20km","p492_8km","p493_1km","p495_8km","p498_400m","p556_400m","p558_400m","p557_400m","pSHV_20km","pDSD_8km","pISNV_400m","evd20km","lvd400m","pwm20km","pwt20km"
"22",14181,0,0,0,0,0,0,0,0.000420168067226891,0.027424592578075,0,0,0,0,8.40336134453782e-05,0.0648739495798319,2.80112044817927e-05,0.0422408963585434,0.0122814502125621,0.0363093106158761,2.80112044817927e-05,107.278509652296,108.542793527315,605.256631269865,3026.28315634932
"23",14188,0,0,0,0,0,0,0,0.00242998224243746,0.0878387099223311,0,0,0,0,0,0,0.00115268388423315,0,0.0180414839381529,0.0706075042690746,0.00115268388423315,114.613469603776,111.882850460132,1137.78581021887,5688.92905109436
"24",14199,3,0,0,0,0,0,0,0.000994832398375107,0.000133098562258239,0,0,0.00383747436910776,0,0,0,0,0,0.00943038559935888,0.00654540418149059,0,111.197866636526,118.300292650762,706.664423491245,3533.32211745622
"25",14406,92,0,0,0.000169782570851986,0,0,0,0,0.192450413194372,0.000582096098910008,0,8.12611734113441e-05,0,0,0,0,0.00017278990906931,0.00440943399187158,0.247622506721456,0,115.198614214646,111.674818134003,469.195674223879,2345.97837111939
"26",14407,51,0.000268574826865156,0,0.00637789054058462,0,0,0,0,0.0130354603344741,7.55743651753325e-05,0,0.277884380009318,0,0,0,0,0.00485353079977747,0.0365069079459336,0.542727763393097,0,101.696904592188,98.6748412836572,313.984078591396,1569.92039295698
"27",14415,0,0,0,0,0,0,0,0,0.00823055459243482,0,0,0,0,0.000350517687661777,0.0317892579810181,0,0.147433132010354,0.0179740102395144,0.0188002501395535,0,109.756355047652,111.292198402534,705.445816725477,3527.22908362738
"28",14416,0,0,0,0,0,0,0,2.32331211374936e-05,0.00291205875952654,0,0,0,0,0,0,0,0,0.029670985549106,0.00316029581517627,0,112.830109603644,108.237329669111,1545.87743605808,7729.3871802904
"29",14419,0,0,0,0,0,0,0,0.00518297800906497,0.00323465632059541,0,0,0,0,0,0,0,0,0.0176760241552425,0.0496860366228981,0,113.152739173224,115.781887078505,1086.30315290151,5431.51576450757
"30",14420,0,0,0,0,0,0,0,0,9.17723869997859e-05,0,0,0,0,0,0,0,0,0.00623472284852227,0.000556847157642118,0,116.964146626282,118.812848905698,1073.06893868899,5365.34469344495
"31",14422,0,0,0,0,0,0,0,0.00140471359450601,0.00224259545784613,0,0,0,0,0,0,0,0,0.0131189618634293,0.0109306561798518,0,118.416242706586,117.243902053718,882.857269699453,4414.28634849727
"32",14434,0,0,0,0,0,0,0,0.00987207196682049,0.0156387633803218,0,0,0,0,0,0,1.94715423408688e-05,0,0.00782388543407895,0.0474765019648423,1.94715423408688e-05,119.623627154796,115.094221684296,1078.18436076659,5390.92180383293
"33",14436,65,0,0,0,0,0,0,0.0146126194581641,0.0992045814316413,0,0,0,0,0,0,0.000204576672414297,0,0.0195877920401222,0.125293587449218,0.000204576672414297,110.185477312756,113.765933577397,399.637913202885,1998.18956601442
"34",17003,141,0.000258658596518455,0.122061395508535,0,0,0,0,0.0228654199322314,0,0.185294147667806,0,0,0,0.000103463438607382,0.0117431002819379,0,0.259253511290448,0.138977677172866,0.290971617780429,0,123.529970961942,120.274268314096,399.090216759407,1995.45108379703
"35",17004,0,0,0.000408391693010452,0,0,0,0,0,0,0.000990669188837753,0,0,0,0,0.0293976988212789,0,0.0404253523504093,0.271216671023553,0.000944019012410879,0.0479365347286691,136.480753439972,127.935303294967,180.938086639465,904.690433197326
"36",17006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184141474881102,0.0600776253211611,0.00459192040671295,0.695033193552957,0,0.068441480347674,118.044151053419,111.281494406975,140.251990398408,701.259951992041
"37",17009,24,0,0.229271294439923,0,0,0,0,0.02770420216193,0,0.0814779146596727,0,0,0,0.00429522514138449,0.0109289617486339,0,0.451619061254683,0.346195432880236,0.175054346900666,0,112.026025467079,120.547170429782,305.311371520799,1526.55685760399
"38",17011,0,0,0.0233680164358142,0,0,0,0,0,0,0.000423054066463253,0,0,0,0.000192215281114849,0.000320358801858081,0.000192215281114849,0.00108921992631748,0.127624125291569,0.000469144007662685,0.000608681723530354,144.347028093835,116.333733159494,234.328668631646,1171.64334315823
"39",17012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928374442640274,0.000541251063171731,0.0243820717028789,0.850137219382102,0.000314036133382041,0.0231964741359313,131.832648254987,129.367985853553,172.228099133437,861.140495667186
"40",17013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471664134166245,0.00129438910462041,0.0330350610613991,0.315418795840017,0,0.00174461140187968,123.82163195511,118.822208651236,145.358199657058,726.790998285289
"41",17014,0,0.000166893827709939,0,0,0,0,0,0,0,0,0,0,0,0,0.388111596339462,0,0.0132958749408918,0.614179570212567,0,0.00203054157047092,127.587679678796,123.059967272445,157.236874462848,786.18437231424
"42",17015,0,0,0.147584543890248,0,0.146359743040685,0.00545265755897079,0,0.0311445404106847,0,0.0151268995836077,0,0,0,0,0.00185894869301607,0,0.0269404564434022,0.150926283007194,0.192209228672611,0.000972373162500715,109.018254738759,119.025319565499,221.69123989516,1108.4561994758
"43",17017,0,0,0.00560861657754593,0,0,0,0,0.0723483519153416,0,0.161284551523261,0,0,0,0,0.012418000701887,0,0.219852603730799,0.0415852856160687,0.365939299880074,0,119.609294876135,117.669806289823,306.911471838845,1534.55735919422
"44",17019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161513964433672,0,0,0.870434483393525,6.23280099724816e-05,0,126.610239884296,116.81291243197,87.0502909526787,435.251454763393
"45",17021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727083172445749,0.000489098257265683,0.00252271732694931,0.260692168087518,1.01768050259848e-05,0.00834041238705692,115.959130518092,112.231912713962,118.160377579459,590.801887897293
"46",17023,7,0,0.00281347251409607,0,0.000572073842296653,3.17882142017026e-06,0,0.0431027567582021,0,9.3313458093954e-05,7.29132780688077e-05,0,0,0.00802160485574481,0.0415786518356106,0,0.515040509104521,0.16363147510389,0.1169949633751,0,111.37573901363,113.029283572469,227.611286522177,1138.05643261089
"47",17028,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70043941186412,0,0.078446284716354,0.235155643086036,0.000591892116412372,0.000591515970931215,120.740629889308,117.287717871507,135.605702160126,678.028510800632
"48",17031,240,0,0.000217400756554633,0,0.00858012153430795,0.000262867915510535,0,0.350633113428389,0,0.00329242518638197,0,0,0,0.000452223877420728,0.00811342838901894,0,0.0188337944243456,0.0550225506532684,0.366129271612646,0.00130346882315386,107.941460873505,123.347173915328,201.15216345911,1005.76081729555
"49",17035,0,0.000198480208687762,0,0,0,8.35138159689551e-05,0,0,0,0,0,0,0,0,0.748355449699444,0.000538731995009641,0.0669445389588295,0.231699775775933,0.000106400571230055,0.00861971192015425,128.718989302642,120.230299707707,144.764574303664,723.822871518319
"50",17036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288412956829282,0.00611912648066019,0.00067366530062314,0.5039148028048,0,0.00617526525571212,122.015899948284,120.325365461407,144.806863138977,724.034315694884
"51",17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630760074817208,0,0.0141699257495891,0.384586736980238,0,0.0138298475315989,126.403580465534,120.205689637826,160.767223480094,803.836117400471
"52",17040,0,0,0.00711251391696302,0,0,0,0,0,0,0.0154637466242284,0,0,0,0,0.000582794881540606,0,0.000532117065754466,0.118387858072917,0.0107527652014442,0.000177372355251489,139.519504992816,121.749374759795,470.014054627135,2350.07027313568
"53",17041,0,0,0.0345263718463621,0,0,0,0,0,0,0.0105854699780036,0,0,0,2.67960020364962e-05,0.0195878774886787,0,0.065891369007744,0.418878259699033,0.0170206557261193,0.000723492054985396,127.060131565749,117.088630508596,228.560300594983,1142.80150297492
"54",17042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827816990523326,2.81206940187284e-05,0.012316863980203,0.0807851259713424,4.88775275791449e-06,0.0728044768144878,127.811484956433,127.475704435196,161.941007634205,809.705038171025
"55",17044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599139322216245,0,0.000107584722969338,0.20692917371494,0,0,138.069363308795,134.97530246327,184.287586071868,921.437930359342
"56",17045,85,0,0.106092228764648,0,0,0,0,0,0,0.100364773860991,0,0,0.000117326854283713,0,0.00123961121284688,0,0.000957881391745316,0.277413713240534,0.169353981230148,0,111.998803226482,118.425471690377,302.117866692139,1510.58933346069
"57",17046,13,0,0.0510629912132242,0,0,0,0,0.00306556911722963,0,0.188260238482401,0,0,0,0,0.0165767811524269,0,0.404995742265115,0.10893502619637,0.294771778754981,0,116.433897301304,115.42501911214,395.973405251854,1979.86702625927
"58",17047,165,8.13404912965674e-05,0.000211216719470847,0,0,0,0,0.279079225638523,0,0.308580246317386,0,0,0,0,0.0226668835746435,0,0.167371617591237,0.0521416625866372,0.528837053130093,0,116.517811777687,115.126008919142,182.144728014798,910.723640073989
"59",17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754732167638079,0,0,0.245053885354522,0,0,125.999353331727,124.227730966713,132.991171375546,664.95585687773
"60",17052,0,0,0.145792662972952,0,0,0,0,0,0,0.0184610723475068,0,0,1.77141642457309e-05,0,0.0211973972096724,0,0.0989117153979484,0.200576404496076,0.0142693497720778,0.00394964907794164,112.561027556322,116.995285864707,437.990822509734,2189.95411254867
"61",17055,15,0,9.28052713394121e-05,0,0,0,0,0.0108212780498918,0,0.00117870353738231,0,0,0,0.169495386718305,0.121141360063789,0.00276227360747238,0.416847021300832,0.195293610838668,0.421929761728123,0.00569540949994305,123.316156734773,111.069633920096,67.5535415676084,337.767707838042
"62",17138,41,0,0.00175651270379258,0,0.0347025157144263,6.65799958650318e-05,0,0.356645252229541,0,0.0199360358598853,0.000353777323874796,0,0,0.00740017890542409,0.0127131278631645,0,0.00138245100430999,0.0807786294653663,0.311369101555786,0.00425578054267979,106.678286355645,120.137000682137,155.095265956451,775.476329782253
"63",17154,0,0,0.00289253133575614,0,0,0,0,0,0,2.84564687169802e-05,0,0,0,0.0116452585071832,0.0205108698832548,0,0.0408754425490827,0.22277071649644,0.0556125605857482,0,117.25873772106,116.630776679494,371.790207025078,1858.95103512539
"64",17202,6,0,0.0171399334868253,0,0,0,0,0.000356728796932132,0,0.108657266403459,0,0,0,0,0.0010701863907964,0,0.019679538630756,0.182639593908629,0.09083463316729,0,125.097504222499,117.218353382768,461.558418353338,2307.79209176669
"65",17203,33,0,0.00695324962166142,0,0,0,0,0.029807948786343,0,0.264275446247634,0,0,0,0,0,0,3.33422245932249e-05,0.0614652132531638,0.30950721164233,0,123.950163578945,122.336800324191,507.007641432787,2535.03820716393
"66",17205,0,0,0,0,0,0,0,0,0,8.54538844228445e-06,0,0,0,0,0.249152542372881,0.00175048624617949,0.000444567935537649,0.688867844790887,4.50089061373019e-05,0.039094192831342,130.304011466277,123.711559455949,135.428403703378,677.142018516889
"67",17207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933233328787672,0,0.0001909177689895,0.054685843094244,5.57838354064466e-06,0.000818219009954998,128.430825719932,127.018680374268,164.130430457304,820.652152286522
"68",17208,59,0,0.0300719775527632,0,0.0336735687921461,0.00362034198594291,0,0.160508888114326,0,0.0250341378018634,0.00100190558513251,0,0,0.000224070109047453,0.045511128815416,0,0.252078872678385,0.184953693451172,0.199367837900155,0.0121495792461286,110.760184180939,125.02295806843,217.250727968131,1086.25363984065
"69",17209,0,3.09444238148286e-05,0.139114279214378,0,0,0,0,0.00117588810496349,0,0.0638157189980681,0,0,0,0,0.00164005446218591,0.0056318851342988,0.0262099269711598,0.25499765437708,0.0931591128664097,0.0056318851342988,117.194596754989,120.750802853519,432.252752938166,2161.26376469083
"70",17211,0,2.15950072343274e-05,0.00340057534538481,0,0,0,0,0,0,0.00643719624341398,0,0,0,0,0.00120932040512234,0,0.000647850217029823,0.0793417385612785,0.00963315458939195,0,143.369471537264,116.844814883529,327.116475986295,1635.58237993147
"71",17213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733782078249895,0,0.00342167998878138,0.470380826118147,0.000142730005205447,0,121.265378736306,120.975453528845,118.223162943825,591.115814719127
"72",17217,26,0,0,0,0,0,0,0,0,0.0564201540014154,0,0,0,0,0.000994357023889428,0,0.0028587764436821,0.0979792976590864,0.0662445207437333,0.000372883883958535,132.44372190741,123.172485132311,441.719422435451,2208.59711217726
"73",17221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472035679499667,0,0.00151227764392269,0.472703713762844,6.33260086250024e-06,0.00138411852155636,119.054614295673,115.739291969109,117.152205617538,585.761028087688
"74",17222,0,6.05877006967586e-05,0.0642521025230276,0,0,0,0,0,0,0.0272805400227912,0,0,7.46945821529745e-05,0,0.0761890336261739,0,0.0065737655255983,0.275363920995544,0.0309443055063739,0.00566495001514693,113.559348965536,116.345748315186,427.757285001512,2138.78642500756
"75",17223,0,0,0.0967074140925072,0,0,0,0,0.026675300802139,0,8.41693908991846e-05,4.40872805119866e-05,0,0,0.00766627673796791,0.0496741310160428,0.00127423128342246,0.0674715909090909,0.136200353210837,0.0468022367630503,0.00854361631016043,119.798950370163,124.836664944773,392.020645911428,1960.10322955714
"76",17301,316,0,0.00170662115676915,0,0.0580202377483244,0.000106901107923083,0,0.736346225812843,0,0.0407124528301887,0,0,0.00971260265591541,0,0.000110066700420455,0,0.0192176458934114,0.0612543396226415,0.556951972327024,0.0080348691306932,109.507202409962,123.53259169173,190.675022804928,953.375114024641
"77",17302,93,0,0.000100761758897263,0,0.00278536632717951,0.000136784698351744,0,0.657530135547442,0,0.00253277025259777,0,0,7.14559024880484e-05,0.00712749462311809,0.000300105036762867,0,0.0552443355174311,0.0196258464363595,0.85535481313129,0.0116790876806882,113.19079942516,121.771648845769,251.963936643235,1259.81968321618
"78",17303,0,0.000108544633553317,0.021091531840101,0,0,0,0,0.000651267801319903,0.00219049445559974,0.133550665416153,0,0,2.57557432624585e-05,0,0.013155609586662,0,0.122633726988538,0.064011435567873,0.103323456721229,0,129.588739290187,128.104555503937,666.245671695062,3331.22835847531
"79",17305,24,0,0,0,0,1.03763233054816e-05,0,0,0,0,0,0,0,0,0.503352644566034,0.000455959660980581,0.00252118871365733,0.560231854238555,0.000229200633255358,0.0379251153309731,130.796878840866,123.93830201314,132.53607468261,662.68037341305
"80",17306,0,0.00010468737731948,0,0,0,0,0,0,0,0,0,0,0,0,0.587112983851972,0.0127456881886467,0.00664764845978696,0.461758440364199,0,0.0154413881546233,117.152243313958,118.853543082907,130.731937427015,653.659687135076
"81",17307,0,2.72650434877444e-05,0,0,0,2.74768301629651e-06,0,0,0,0,0,0,0,0,0.740409520953186,0,0.00269923930528669,0.447003351683711,0.000994588660474877,0.00613463478474248,125.828363566287,124.623029967215,151.479639274897,757.398196374487
"82",17309,18,0,0.324975659802556,0,0,0,0,0.0026955535961708,0,0.0461118801099976,0,0,0,0,0.0136541126086409,0,0.0522232019145988,0.264082092169131,0.0941815828726858,0.000554225973044464,114.7212912578,118.628691426663,449.256945530983,2246.28472765491
"83",17312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342030021443888,0.0149596650668845,0.00362503829265802,0.55600713520979,0.000741195354546313,0.126825283365669,135.302839661128,129.255393203406,177.810594831248,889.052974156239
"84",17315,90,0,0.00012337924536767,0,0.0315528146039839,0.00386526206268696,0,0.373605426921568,0,0.00103851351402909,0.0370623373140815,0,0,0,0.00406458485171273,0.000140158098334922,0.109771822615911,0.0484667618446625,0.341833455853457,0.0259572798116275,110.769347703166,114.040604962113,164.166328276734,820.831641383669
"85",17318,0,0,0.0865166500317576,0,0,0,0,0,0,0.0109105695728369,0,0,0,0,0.0231527953563479,0,0.0245057391000742,0.506284756215695,0.0118756417302322,0.0037533278051761,119.497364649243,111.0244833004,136.839692760243,684.198463801213
"86",17319,0,0,0,0,0.00185755583513107,0.00421433636911283,0,0,0,0,0,0,0,0,0.0261206512042819,0.0249219446922391,0,0.920794091483719,0.0219971238681837,0.0278768956289028,124.638488005531,121.843160512947,79.3172778104099,396.58638905205
"87",17321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870974033210743,0.000417920427950518,0.00665886548534492,0.0621566543614586,0,0.000417920427950518,121.728142323835,133.209055160823,133.193442347934,665.967211739669
"88",17322,0,0.00049874127202774,0.506996615007763,0,0,0,0,0,0,0.0834106282379024,0,0,0,0,0.000712487531468199,0,0.0148197406545385,0.364403414653554,0.10320605307075,0.00159122215361231,114.232099187284,121.072586994164,272.798033822063,1363.99016911031
"89",17359,2,2.22652684078107e-05,0.311373005915039,0,0.000408847320867432,0,0,0.0605392648008372,0,0.107293995828144,0,0,0,0.00133591610446864,0.00318393338231692,0,0.10484714893238,0.274166754205621,0.129300074092368,0.000244917952485917,112.153805467208,119.194724390272,333.130760256369,1665.65380128184
"90",17362,0,0,0.0125275198621614,0,0,0,0,0,0,0,0,0,0,0,0.0537972113171788,0,0.00151617706782185,0.636177993302396,0.000289140820210512,0.170624069310952,130.579899750912,132.984828499552,163.019761186691,815.098805933457
"91",17365,6,0,0.297145115084461,0,0.00702938627449229,0.000110100445483341,0,0.0338637077357898,0,0.0113516830624546,0,0,0,0.000235528106354025,0.00298335601381765,0,0.0265885062284099,0.227431979127842,0.0543347940859027,0.00337590285774102,111.229142790434,115.916827351105,312.99996634945,1564.99983174725
"92",17366,0,0.000201620293999047,0.218684615384615,0,1.10609156225952e-05,0,0,0.0166978261666483,0,0.0727658531008172,0,0,0,0,0.0124088126397595,0,0.148374207265662,0.204991364889097,0.100204578205098,0,111.179381714826,112.750223271535,314.428183400612,1572.14091700306
"93",17367,35,0.000373436235762744,0.00196531596882486,0,0,0,0,0,0,0.0879404032454582,0,0,0,0.0026970394805087,0.0208501898300865,0,0.0473226696541566,0.346941720304875,0.0848452866488234,0,114.22453597054,107.039609020418,191.991324462137,959.956622310685
"94",17372,0,7.46171208983901e-05,0.165152823082741,0,0,0,0,0.00184677374223516,0,0.00444405165248171,0,0,0,0,0.0110806424534109,0,0.050105396683269,0.198210951124574,0.0372294321417134,9.32714011229877e-05,111.789861930584,114.439397337462,351.459117355273,1757.29558677637
"95",17410,0,2.26603217765692e-05,9.15063779945462e-06,0,0,0,0,0,0,0.0412631806661584,0,0,0,0,0.00351234987536823,0,0.000861092227509631,0.363347431728724,0.0177127082251899,0,122.465312152888,113.058170547653,303.741020314116,1518.70510157058
"96",17412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873581446057783,0,0.00175925467069726,0.0782132229922353,4.42379072520676e-05,0.0330293869864711,127.732360784822,133.183049488728,155.974162680742,779.870813403709
"97",17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462071145336475,0,0.120740187345555,0.0405383961662018,0,0.252600425262916,130.16331560221,119.868877803453,166.263220045109,831.316100225544
"98",17901,69,0,0,0,0,0.00106612340114476,0,0,0,4.87313979491043e-05,0,0,0,0,0.0561464541332801,0,0.00573155778607887,0.871708020027831,0.000485288077655561,0.0649006244831618,132.032333326975,124.651859967913,131.565927253863,657.829636269314
"99",17902,0,0,0.00699997539551706,0,0,0,0,0,0,0.00960917458880338,0,0,0,0,0,0,0,0.104914742719179,0.00291893252839042,0.00308633545461994,138.644591566613,131.466815512037,260.989746589813,1304.94873294906
"100",17903,0,0,0.145947260976719,0,0.000464499911198546,2.07662755684768e-05,0,0.0275076953144086,0,8.1594370482948e-05,0.00032695948413768,0,0,0.0151707626911614,0,0.134118336834905,0.0064738359310109,0.101114381296263,0.156267494326057,0.134118336834905,113.451096603987,115.802627109846,219.676870984743,1098.38435492372
"101",33001,0,0.038688893754105,0,0,0,0,0,0,0,0,0,0,0,0,0.161855315422388,0,0.00146999030431927,0.123559110051265,0,0,126.974188672935,136.80930391247,713.912607747459,3569.5630387373
"102",33002,0,0.0149502982107356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755467196819085,0.10669644719572,0,0,124.707660350848,128.422895587213,780.268413442292,3901.34206721146
"103",33008,0,0.0625706480783723,0,0,0,0,0,0,0,0.00020085282868997,0,0,0,0,0.00390919366993218,0,0.00633477769404672,0.105039207988031,0,0,118.188260685799,121.86488456942,601.397187338913,3006.98593669457
"104",33010,236,9.06344410876133e-05,0,0,0,0,0,0,0.174044421180361,0.263426255873596,0,0,0,0,0,0,0.444773413897281,0.201479413668865,0.391305820260195,0,110.499146540586,108.757086864264,279.363433391583,1396.81716695791
"105",33012,26,0.000152513421181064,0,0,0,0,0,0,0,0.107385703955967,0,0,0,0,9.15080527086384e-05,0,0.0023792093704246,0.164685603667267,0.112972781808441,0,133.34780655743,114.458551806036,753.635743638133,3768.17871819067
"106",33014,211,0.000343396766347117,0,0,0,0,0,0,0.000264635275882275,0.590229167207185,0,0,0,0,0.00103019029904135,0,0.297410216053799,0.0757574971367998,0.64244178327713,0,116.090555402177,116.396310981869,252.616957972047,1263.08478986024
"107",33018,0,0.0603600078262571,0,0,0,0,0,0,0.0171420602003444,0.0416536505148502,0,0,0,0,0.000195656427313637,0,0.00459792604187048,0.192655501264286,0.0556277639525115,0,112.371549802163,114.952274749274,566.656135473081,2833.2806773654
"108",33020,168,8.48272351976475e-05,0,0,0,0,4.08600806626063e-05,0.135073234179721,0.354331765918034,0.205479135083975,0,0.0123236734934781,0,0,0.295255329977945,0.000735169371712945,0.0363908838997908,0.0238822992870989,0.563739322299509,0.000735169371712945,115.834679895535,115.09510104548,223.47189568762,1117.3594784381
"109",33021,0,0,0,0,5.41698265732168e-05,0.000759526160438116,0.000139325222057279,0.0459202845905253,0.0693866433396103,0.00211523867633214,0,5.42464088877316e-05,0,0.00400831725831099,0.684345015908009,0.0136783826439863,0.0590475236114939,0.0106023909042202,0.222740342172882,0.0136783826439863,124.748513028553,122.528463920875,165.58783083686,827.939154184298
"110",33022,21,0,0,0,0,8.5664600246143e-06,4.64233464335596e-05,0.00878505181276688,0.0240774636425159,0.0273497593884477,0,4.66445105241677e-05,0,0.000108793211303615,0.848260668534284,0.000571164359343977,0.0202355373024723,0.0286804701571076,0.111978417123052,0.000571164359343977,116.8212906988,115.598056508512,207.805030306671,1039.02515153335
